STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,TAVG,TAVG_ATTRIBUTES
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,6/30/1964,26.1,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,7/1/1964,25.2,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,7/2/1964,25.2,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,7/3/1964,24.6,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,7/4/1964,24.8,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,7/5/1964,24.1,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,7/6/1964,24.9,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,7/7/1964,25.2,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,7/8/1964,25,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,7/9/1964,25,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,7/10/1964,24.7,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,7/11/1964,23.8,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,7/12/1964,24.3,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,7/13/1964,24.7,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,7/14/1964,24.9,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,7/15/1964,25.2,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,7/16/1964,25.1,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,7/17/1964,23.7,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,7/18/1964,24.3,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,7/19/1964,25.9,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,7/20/1964,25.7,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,7/21/1964,26.5,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,7/22/1964,26.2,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,7/23/1964,26.1,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,7/24/1964,25.9,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,7/25/1964,26.4,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,7/26/1964,26.4,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,7/27/1964,26.2,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,7/28/1964,26.6,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,7/29/1964,26.4,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,7/30/1964,27.2,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,7/31/1964,27.6,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,8/1/1964,26.7,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,8/2/1964,26.3,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,8/3/1964,26.6,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,8/4/1964,25.8,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,8/5/1964,26.1,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,8/6/1964,25.4,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,8/7/1964,26.1,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,8/8/1964,26.1,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,8/9/1964,26.5,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,8/10/1964,26.3,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,8/11/1964,27.9,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,8/12/1964,26.3,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,8/13/1964,26.1,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,8/14/1964,26,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,8/15/1964,25.7,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,8/16/1964,24.5,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,8/17/1964,26.8,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,8/18/1964,26.6,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,8/19/1964,26.4,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,8/20/1964,25.9,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,8/21/1964,26.5,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,8/22/1964,26.7,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,8/23/1964,27,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,8/24/1964,26.2,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,8/25/1964,26.8,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,8/26/1964,27.2,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,8/27/1964,27,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,8/28/1964,26.1,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,8/29/1964,26.4,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,8/30/1964,25.2,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,8/31/1964,25.1,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,9/1/1964,24.7,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,9/2/1964,25.1,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,9/3/1964,26,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,9/4/1964,25.7,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,9/5/1964,25.4,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,9/6/1964,25.4,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,9/7/1964,25.6,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,9/8/1964,24.8,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,9/9/1964,25.3,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,9/10/1964,25.5,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,9/11/1964,24.9,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,9/12/1964,25.6,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,9/13/1964,24.6,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,9/14/1964,24.3,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,9/15/1964,25.3,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,9/16/1964,25.5,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,9/17/1964,24.6,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,9/18/1964,24.7,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,9/19/1964,24.6,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,9/20/1964,24.3,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,9/21/1964,24.9,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,9/22/1964,24.1,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,9/23/1964,23.4,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,9/24/1964,23.1,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,9/25/1964,21.7,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,9/26/1964,22.6,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,9/27/1964,21.8,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,9/28/1964,22.4,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,9/29/1964,22.7,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,9/30/1964,22,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,10/1/1964,22.6,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,10/2/1964,22.9,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,10/3/1964,24,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,10/4/1964,22.8,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,10/5/1964,23.6,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,10/6/1964,22.4,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,10/7/1964,22.1,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,10/8/1964,21.3,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,10/9/1964,22.2,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,10/10/1964,23.1,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,10/11/1964,22.6,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,10/12/1964,22.9,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,10/13/1964,22.1,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,10/14/1964,21.4,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,10/15/1964,21.7,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,10/16/1964,21.7,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,10/17/1964,22.6,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,10/18/1964,23.3,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,10/19/1964,22,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,10/20/1964,23.4,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,10/21/1964,22.2,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,10/22/1964,23.3,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,10/23/1964,22.3,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,10/24/1964,22.9,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,10/25/1964,22.9,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,10/26/1964,22.9,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,10/27/1964,22.2,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,10/28/1964,22.2,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,10/29/1964,21.7,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,10/30/1964,22,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,10/31/1964,21.3,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,11/1/1964,21.2,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,11/2/1964,21.1,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,11/3/1964,19.7,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,11/4/1964,19.2,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,11/5/1964,21.3,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,11/6/1964,19.3,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,11/7/1964,19.7,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,11/8/1964,20.5,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,11/9/1964,19.8,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,11/10/1964,21.9,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,11/11/1964,21.7,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,11/12/1964,19.6,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,11/13/1964,21.9,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,11/14/1964,21.4,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,11/15/1964,17.7,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,11/16/1964,17.8,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,11/17/1964,17,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,11/18/1964,18.1,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,11/19/1964,16.4,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,11/20/1964,16.3,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,11/21/1964,15.7,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,11/22/1964,15.4,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,11/23/1964,16.1,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,11/24/1964,16.4,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,11/25/1964,17.3,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,11/26/1964,17.3,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,11/27/1964,19.6,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,11/28/1964,16.2,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,11/29/1964,14.8,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,11/30/1964,16.4,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,12/1/1964,16.7,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,12/2/1964,16.1,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,12/3/1964,16.9,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,12/4/1964,18.1,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,12/5/1964,16.9,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,12/6/1964,14.6,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,12/7/1964,15,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,12/8/1964,13.7,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,12/9/1964,11.6,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,12/10/1964,14.9,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,12/11/1964,11.6,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,12/12/1964,15.9,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,12/13/1964,13.5,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,12/14/1964,16.2,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,12/15/1964,14.9,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,12/16/1964,13.9,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,12/17/1964,14,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,12/18/1964,13.9,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,12/19/1964,14.5,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,12/20/1964,14.2,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,12/21/1964,14.7,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,12/22/1964,15.1,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,12/23/1964,17.9,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,12/24/1964,15.8,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,12/25/1964,13.2,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,12/26/1964,13.9,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,12/27/1964,15.2,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,12/28/1964,15.6,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,12/29/1964,16.4,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,12/30/1964,17.2,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,12/31/1964,15.4,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,1/1/1965,16.3,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,1/2/1965,13,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,1/3/1965,14.6,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,1/4/1965,13.3,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,1/5/1965,12.8,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,1/6/1965,13.3,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,1/7/1965,12,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,1/8/1965,12.9,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,1/9/1965,13.1,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,1/10/1965,13.7,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,1/11/1965,15,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,1/12/1965,11.3,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,1/13/1965,12.2,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,1/14/1965,12.2,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,1/15/1965,12.7,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,1/16/1965,12.4,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,1/17/1965,12.7,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,1/18/1965,13.6,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,1/19/1965,15.2,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,1/20/1965,12.7,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,1/21/1965,13,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,1/22/1965,13.6,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,1/23/1965,13.8,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,1/24/1965,14.6,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,1/25/1965,12.2,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,1/26/1965,15.2,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,1/27/1965,12.6,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,1/28/1965,12.3,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,1/29/1965,13.1,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,1/30/1965,13.9,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,1/31/1965,13.4,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,2/1/1965,13.1,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,2/2/1965,12.2,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,2/3/1965,12.7,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,2/4/1965,12.6,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,2/5/1965,11.8,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,2/6/1965,13.8,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,2/7/1965,13.9,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,2/8/1965,13.5,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,2/9/1965,13.1,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,2/10/1965,13.8,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,2/11/1965,18.5,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,2/12/1965,15.4,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,2/13/1965,14.1,"H,,S"
