LATITUDE,LONGITUDE,ELEVATION,DATE,TAVG,YEAR,MONTH,DAY,DAY_OF_WEEK,DAY_OF_YEAR
27.15,33.7167,16.0,2007-11-09,22.8,2007,11,9,4,313
31.184,29.949,-1.8,2004-07-24,26.2,2004,7,24,5,206
31.567,25.133,6.0,2016-08-31,26.2,2016,8,31,2,244
23.9667,32.7831,200.0,2007-04-23,33.4,2007,4,23,0,113
26.2,32.75,96.0,2012-03-22,19.1,2012,3,22,3,82
25.4831,29.0,107.0,2009-02-14,17.4,2009,2,14,5,45
27.15,33.7167,16.0,2024-05-21,36.2,2024,5,21,1,142
27.05,27.983,78.0,2001-11-30,20.1,2001,11,30,4,334
23.9667,32.7831,200.0,2014-02-08,17.5,2014,2,8,5,39
31.073,33.836,36.9,2014-09-09,24.9,2014,9,9,1,252
23.9667,32.7831,200.0,2014-05-16,32.6,2014,5,16,4,136
26.2,32.75,96.0,2023-08-02,38.7,2023,8,2,2,214
31.3331,27.2167,25.0,2020-06-17,22.7,2020,6,17,2,169
31.567,25.133,6.0,2010-04-18,20.7,2010,4,18,6,108
23.133,35.583,21.0,2006-01-20,18.2,2006,1,20,4,20
27.15,33.7167,16.0,2011-09-02,30.2,2011,9,2,4,245
31.3331,27.2167,25.0,2010-06-15,23.9,2010,6,15,1,166
31.567,25.133,6.0,2022-10-18,21.7,2022,10,18,1,291
29.2,25.3167,-15.0,2010-04-11,22.7,2010,4,11,6,101
23.9667,32.7831,200.0,2013-09-15,36.4,2013,9,15,6,258
31.3331,27.2167,25.0,2010-09-02,27.2,2010,9,2,3,245
27.15,33.7167,16.0,2014-04-21,26.4,2014,4,21,0,111
31.3331,27.2167,25.0,2007-09-22,24.7,2007,9,22,5,265
31.567,25.133,6.0,2006-01-07,10.3,2006,1,7,5,7
31.3331,27.2167,25.0,2011-07-04,24.6,2011,7,4,0,185
26.2,32.75,96.0,2012-01-28,13.4,2012,1,28,5,28
25.45,30.533,73.0,2016-04-21,32.2,2016,4,21,3,112
25.45,30.533,73.0,2015-07-18,33.3,2015,7,18,5,199
31.073,33.836,36.9,2014-02-20,10.5,2014,2,20,3,51
28.083,30.733,40.0,2004-10-05,24.4,2004,10,5,1,279
31.184,29.949,-1.8,2016-03-10,18.4,2016,3,10,3,70
31.3331,27.2167,25.0,2002-05-26,20.8,2002,5,26,6,146
28.083,30.733,40.0,2024-11-22,20.0,2024,11,22,4,327
31.567,25.133,6.0,2005-07-24,25.9,2005,7,24,6,205
27.05,27.983,78.0,2015-12-18,12.4,2015,12,18,4,352
25.45,30.533,73.0,2005-05-10,25.7,2005,5,10,1,130
31.3331,27.2167,25.0,2005-03-08,16.2,2005,3,8,1,67
29.2,25.3167,-15.0,2012-06-05,29.3,2012,6,5,1,157
31.567,25.133,6.0,2017-01-13,11.2,2017,1,13,4,13
31.184,29.949,-1.8,2020-08-23,28.4,2020,8,23,6,236
27.15,33.7167,16.0,2022-09-13,32.4,2022,9,13,1,256
27.05,27.983,78.0,2012-03-11,20.8,2012,3,11,6,71
27.15,33.7167,16.0,2010-09-01,34.4,2010,9,1,2,244
25.4831,29.0,107.0,2016-08-11,32.2,2016,8,11,3,224
28.083,30.733,40.0,2009-09-25,28.4,2009,9,25,4,268
31.3331,27.2167,25.0,2021-09-17,26.8,2021,9,17,4,260
31.567,25.133,6.0,2000-12-31,12.8,2000,12,31,6,366
31.073,33.836,36.9,2017-03-03,14.8,2017,3,3,4,62
28.083,30.733,40.0,2008-09-19,28.4,2008,9,19,4,263
27.15,33.7167,16.0,2014-05-18,29.0,2014,5,18,6,138
27.05,27.983,78.0,2001-01-11,16.3,2001,1,11,3,11
27.15,33.7167,16.0,2004-10-04,27.2,2004,10,4,0,278
31.567,25.133,6.0,2024-07-15,29.9,2024,7,15,0,197
23.133,35.583,21.0,2024-01-09,23.8,2024,1,9,1,9
31.073,33.836,36.9,2014-09-07,23.8,2014,9,7,6,250
23.9667,32.7831,200.0,2005-04-07,28.9,2005,4,7,3,97
27.15,33.7167,16.0,2002-08-09,34.8,2002,8,9,4,221
31.3331,27.2167,25.0,2000-10-28,20.6,2000,10,28,5,302
25.4831,29.0,107.0,2010-04-15,28.9,2010,4,15,3,105
31.073,33.836,36.9,2015-01-02,12.3,2015,1,2,4,2
28.083,30.733,40.0,2012-10-11,27.1,2012,10,11,3,285
25.45,30.533,73.0,2008-07-20,32.8,2008,7,20,6,202
31.073,33.836,36.9,2002-09-18,27.2,2002,9,18,2,261
27.15,33.7167,16.0,2001-08-30,31.3,2001,8,30,3,242
26.2,32.75,96.0,2013-10-25,23.3,2013,10,25,4,298
23.9667,32.7831,200.0,2008-10-06,34.1,2008,10,6,0,280
23.133,35.583,21.0,2014-09-12,31.0,2014,9,12,4,255
23.9667,32.7831,200.0,2025-02-22,16.4,2025,2,22,5,53
27.05,27.983,78.0,2003-05-19,32.7,2003,5,19,0,139
25.4831,29.0,107.0,2009-06-16,30.3,2009,6,16,1,167
28.083,30.733,40.0,2023-03-14,17.6,2023,3,14,1,73
31.567,25.133,6.0,2003-01-06,14.7,2003,1,6,0,6
27.05,27.983,78.0,2008-04-03,20.6,2008,4,3,3,94
29.2,25.3167,-15.0,2018-12-10,16.2,2018,12,10,0,344
31.567,25.133,6.0,2011-09-26,22.9,2011,9,26,0,269
23.133,35.583,21.0,2016-09-18,30.6,2016,9,18,6,262
27.05,27.983,78.0,2009-12-13,12.8,2009,12,13,6,347
23.9667,32.7831,200.0,2013-06-09,36.7,2013,6,9,6,160
31.3331,27.2167,25.0,2001-05-01,19.4,2001,5,1,1,121
25.45,30.533,73.0,2005-02-14,12.3,2005,2,14,0,45
31.567,25.133,6.0,2003-03-31,14.4,2003,3,31,0,90
31.184,29.949,-1.8,2006-12-26,13.7,2006,12,26,1,360
27.15,33.7167,16.0,2011-02-25,21.3,2011,2,25,4,56
25.45,30.533,73.0,2016-02-14,17.5,2016,2,14,6,45
31.073,33.836,36.9,2008-10-19,23.7,2008,10,19,6,293
27.05,27.983,78.0,2010-11-06,21.4,2010,11,6,5,310
31.3331,27.2167,25.0,2024-05-27,22.4,2024,5,27,0,148
29.2,25.3167,-15.0,2016-06-30,32.9,2016,6,30,3,182
26.2,32.75,96.0,2010-08-05,36.4,2010,8,5,3,217
31.184,29.949,-1.8,2009-12-14,15.1,2009,12,14,0,348
31.567,25.133,6.0,2015-01-15,12.8,2015,1,15,3,15
23.133,35.583,21.0,2016-01-27,15.4,2016,1,27,2,27
27.15,33.7167,16.0,2011-06-04,29.9,2011,6,4,5,155
28.083,30.733,40.0,2012-09-18,30.0,2012,9,18,1,262
31.3331,27.2167,25.0,2005-05-14,21.8,2005,5,14,5,134
31.3331,27.2167,25.0,2002-08-12,31.6,2002,8,12,0,224
31.184,29.949,-1.8,2002-06-09,26.8,2002,6,9,6,160
31.184,29.949,-1.8,2016-11-20,22.9,2016,11,20,6,325
31.3331,27.2167,25.0,2005-02-25,15.1,2005,2,25,4,56
28.083,30.733,40.0,2005-11-20,17.3,2005,11,20,6,324
31.567,25.133,6.0,2023-06-16,24.9,2023,6,16,4,167
31.073,33.836,36.9,2003-08-20,27.0,2003,8,20,2,232
31.184,29.949,-1.8,2022-05-17,21.3,2022,5,17,1,137
31.184,29.949,-1.8,2012-11-24,18.1,2012,11,24,5,329
25.45,30.533,73.0,2003-02-24,14.8,2003,2,24,0,55
31.184,29.949,-1.8,2014-01-15,14.4,2014,1,15,2,15
27.15,33.7167,16.0,2002-03-11,23.0,2002,3,11,0,70
31.3331,27.2167,25.0,2012-05-04,22.7,2012,5,4,4,125
23.9667,32.7831,200.0,2002-11-22,24.2,2002,11,22,4,326
31.184,29.949,-1.8,2012-11-12,21.2,2012,11,12,0,317
31.3331,27.2167,25.0,2004-07-03,26.7,2004,7,3,5,185
31.3331,27.2167,25.0,2006-10-18,21.7,2006,10,18,2,291
31.567,25.133,6.0,2024-10-20,21.2,2024,10,20,6,294
31.3331,27.2167,25.0,2008-01-22,13.3,2008,1,22,1,22
31.3331,27.2167,25.0,2002-05-28,21.1,2002,5,28,1,148
31.567,25.133,6.0,2018-07-07,26.4,2018,7,7,5,188
31.184,29.949,-1.8,2022-08-23,25.8,2022,8,23,1,235
26.2,32.75,96.0,2015-05-14,26.8,2015,5,14,3,134
27.15,33.7167,16.0,2001-09-14,30.9,2001,9,14,4,257
31.184,29.949,-1.8,2013-07-01,25.6,2013,7,1,0,182
25.4831,29.0,107.0,2016-03-01,20.7,2016,3,1,1,61
28.083,30.733,40.0,2016-06-20,31.1,2016,6,20,0,172
28.083,30.733,40.0,2004-01-27,12.2,2004,1,27,1,27
31.073,33.836,36.9,2008-08-25,27.8,2008,8,25,0,238
25.45,30.533,73.0,2000-12-13,15.5,2000,12,13,2,348
29.2,25.3167,-15.0,2003-06-05,29.4,2003,6,5,3,156
31.073,33.836,36.9,2013-03-12,26.5,2013,3,12,1,71
25.45,30.533,73.0,2000-05-12,25.2,2000,5,12,4,133
25.45,30.533,73.0,2004-08-13,32.8,2004,8,13,4,226
31.567,25.133,6.0,2010-04-26,17.8,2010,4,26,0,116
27.05,27.983,78.0,2003-12-29,9.6,2003,12,29,0,363
26.2,32.75,96.0,2011-06-20,30.7,2011,6,20,0,171
31.184,29.949,-1.8,2000-10-07,23.7,2000,10,7,5,281
31.184,29.949,-1.8,2018-03-27,18.6,2018,3,27,1,86
26.2,32.75,96.0,2022-10-08,30.8,2022,10,8,5,281
31.3331,27.2167,25.0,2008-03-17,16.9,2008,3,17,0,77
27.05,27.983,78.0,2009-11-19,18.1,2009,11,19,3,323
27.05,27.983,78.0,2009-06-21,31.7,2009,6,21,6,172
25.45,30.533,73.0,2019-12-10,16.9,2019,12,10,1,344
25.45,30.533,73.0,2020-11-21,17.1,2020,11,21,5,326
31.073,33.836,36.9,2007-02-06,12.1,2007,2,6,1,37
31.184,29.949,-1.8,2011-01-12,14.3,2011,1,12,2,12
31.073,33.836,36.9,2011-03-23,16.7,2011,3,23,2,82
31.073,33.836,36.9,2008-09-08,26.8,2008,9,8,0,252
31.073,33.836,36.9,2003-11-24,18.4,2003,11,24,0,328
29.2,25.3167,-15.0,2002-01-16,11.5,2002,1,16,2,16
23.133,35.583,21.0,2024-10-31,26.6,2024,10,31,3,305
31.3331,27.2167,25.0,2008-02-16,13.6,2008,2,16,5,47
23.9667,32.7831,200.0,2003-01-03,16.3,2003,1,3,4,3
28.083,30.733,40.0,2009-11-30,17.3,2009,11,30,0,334
25.45,30.533,73.0,2024-10-27,23.6,2024,10,27,6,301
27.15,33.7167,16.0,2004-03-25,23.5,2004,3,25,3,85
28.083,30.733,40.0,2020-06-23,29.7,2020,6,23,1,175
27.15,33.7167,16.0,2011-12-22,17.6,2011,12,22,3,356
28.083,30.733,40.0,2024-01-07,14.7,2024,1,7,6,7
31.184,29.949,-1.8,2011-05-29,22.6,2011,5,29,6,149
31.184,29.949,-1.8,2004-12-01,16.1,2004,12,1,2,336
25.4831,29.0,107.0,2007-05-13,26.1,2007,5,13,6,133
29.2,25.3167,-15.0,2012-05-02,25.3,2012,5,2,2,123
23.9667,32.7831,200.0,2025-02-08,14.6,2025,2,8,5,39
23.133,35.583,21.0,2005-01-19,17.8,2005,1,19,2,19
25.45,30.533,73.0,2020-04-21,26.8,2020,4,21,1,112
31.184,29.949,-1.8,2015-04-22,18.3,2015,4,22,2,112
28.083,30.733,40.0,2007-09-09,28.4,2007,9,9,6,252
27.05,27.983,78.0,2010-12-12,12.9,2010,12,12,6,346
28.083,30.733,40.0,2003-06-20,28.4,2003,6,20,4,171
31.3331,27.2167,25.0,2022-09-11,26.6,2022,9,11,6,254
26.2,32.75,96.0,2006-05-05,26.8,2006,5,5,4,125
31.3331,27.2167,25.0,2005-06-22,26.1,2005,6,22,2,173
23.133,35.583,21.0,2010-04-12,24.9,2010,4,12,0,102
28.083,30.733,40.0,2003-09-02,30.6,2003,9,2,1,245
26.2,32.75,96.0,2011-12-12,14.2,2011,12,12,0,346
31.073,33.836,36.9,2023-11-25,22.1,2023,11,25,5,329
26.2,32.75,96.0,2007-08-29,33.1,2007,8,29,2,241
25.4831,29.0,107.0,2003-08-29,33.5,2003,8,29,4,241
23.133,35.583,21.0,2016-12-18,21.1,2016,12,18,6,353
31.3331,27.2167,25.0,2014-08-29,26.3,2014,8,29,4,241
31.567,25.133,6.0,2004-08-27,27.5,2004,8,27,4,240
31.3331,27.2167,25.0,2020-08-05,26.4,2020,8,5,2,218
31.184,29.949,-1.8,2000-07-02,25.3,2000,7,2,6,184
23.9667,32.7831,200.0,2017-10-05,27.8,2017,10,5,3,278
31.184,29.949,-1.8,2015-01-04,14.9,2015,1,4,6,4
31.073,33.836,36.9,2016-07-04,28.4,2016,7,4,0,186
31.073,33.836,36.9,2024-09-26,26.6,2024,9,26,3,270
25.45,30.533,73.0,2000-02-05,14.6,2000,2,5,5,36
23.9667,32.7831,200.0,2000-04-27,28.5,2000,4,27,3,118
23.133,35.583,21.0,2009-09-30,28.6,2009,9,30,2,273
27.15,33.7167,16.0,2016-06-30,34.7,2016,6,30,3,182
28.083,30.733,40.0,2020-05-15,28.5,2020,5,15,4,136
31.3331,27.2167,25.0,2020-04-04,22.0,2020,4,4,5,95
23.9667,32.7831,200.0,2004-02-22,18.1,2004,2,22,6,53
25.45,30.533,73.0,2001-07-17,34.6,2001,7,17,1,198
31.567,25.133,6.0,2008-09-10,24.8,2008,9,10,2,254
31.567,25.133,6.0,2014-05-10,17.4,2014,5,10,5,130
28.083,30.733,40.0,2025-01-12,15.6,2025,1,12,6,12
29.2,25.3167,-15.0,2010-04-14,24.1,2010,4,14,2,104
31.3331,27.2167,25.0,2017-05-23,20.4,2017,5,23,1,143
31.3331,27.2167,25.0,2013-08-29,27.6,2013,8,29,3,241
28.083,30.733,40.0,2020-04-21,24.8,2020,4,21,1,112
27.05,27.983,78.0,2011-04-07,20.4,2011,4,7,3,97
31.073,33.836,36.9,2008-04-02,15.6,2008,4,2,2,93
28.083,30.733,40.0,2016-09-27,24.8,2016,9,27,1,271
26.2,32.75,96.0,2011-07-10,35.4,2011,7,10,6,191
31.3331,27.2167,25.0,2021-12-15,13.8,2021,12,15,2,349
23.9667,32.7831,200.0,2013-09-11,31.2,2013,9,11,2,254
26.2,32.75,96.0,2007-12-21,14.4,2007,12,21,4,355
23.9667,32.7831,200.0,2020-05-29,29.2,2020,5,29,4,150
27.05,27.983,78.0,2017-05-01,27.8,2017,5,1,0,121
31.3331,27.2167,25.0,2017-10-27,21.0,2017,10,27,4,300
27.15,33.7167,16.0,2008-03-16,20.8,2008,3,16,6,76
27.15,33.7167,16.0,2002-05-14,27.8,2002,5,14,1,134
25.45,30.533,73.0,2023-08-16,31.4,2023,8,16,2,228
31.184,29.949,-1.8,2014-05-12,21.3,2014,5,12,0,132
31.184,29.949,-1.8,2008-08-08,28.4,2008,8,8,4,221
28.083,30.733,40.0,2013-02-02,12.4,2013,2,2,5,33
28.083,30.733,40.0,2008-03-28,19.8,2008,3,28,4,88
25.4831,29.0,107.0,2010-05-15,30.8,2010,5,15,5,135
27.05,27.983,78.0,2012-01-28,8.7,2012,1,28,5,28
31.567,25.133,6.0,2009-10-17,23.2,2009,10,17,5,290
23.9667,32.7831,200.0,2010-04-01,26.8,2010,4,1,3,91
31.073,33.836,36.9,2010-10-31,21.2,2010,10,31,6,304
25.45,30.533,73.0,2002-10-19,26.7,2002,10,19,5,292
27.15,33.7167,16.0,2007-03-18,18.5,2007,3,18,6,77
29.2,25.3167,-15.0,2007-04-01,19.5,2007,4,1,6,91
31.3331,27.2167,25.0,2003-01-10,15.4,2003,1,10,4,10
27.15,33.7167,16.0,2003-12-03,19.5,2003,12,3,2,337
27.15,33.7167,16.0,2010-07-16,32.3,2010,7,16,4,197
26.2,32.75,96.0,2005-12-31,19.2,2005,12,31,5,365
25.45,30.533,73.0,2021-05-07,35.9,2021,5,7,4,127
23.9667,32.7831,200.0,2016-02-22,17.7,2016,2,22,0,53
29.2,25.3167,-15.0,2019-01-31,12.0,2019,1,31,3,31
31.184,29.949,-1.8,2007-04-22,21.9,2007,4,22,6,112
31.567,25.133,6.0,2001-09-08,25.7,2001,9,8,5,251
27.15,33.7167,16.0,2022-03-31,23.6,2022,3,31,3,90
23.9667,32.7831,200.0,2006-09-09,35.2,2006,9,9,5,252
26.2,32.75,96.0,2015-05-23,32.3,2015,5,23,5,143
31.073,33.836,36.9,2006-02-17,11.2,2006,2,17,4,48
28.083,30.733,40.0,2001-04-15,19.5,2001,4,15,6,105
29.2,25.3167,-15.0,2004-04-08,19.0,2004,4,8,3,99
29.2,25.3167,-15.0,2011-09-05,30.6,2011,9,5,0,248
28.083,30.733,40.0,2001-01-29,11.7,2001,1,29,0,29
29.2,25.3167,-15.0,2018-07-13,30.4,2018,7,13,4,194
23.9667,32.7831,200.0,2015-05-29,35.1,2015,5,29,4,149
27.15,33.7167,16.0,2001-08-15,32.5,2001,8,15,2,227
31.073,33.836,36.9,2007-11-25,15.9,2007,11,25,6,329
31.073,33.836,36.9,2010-07-14,27.3,2010,7,14,2,195
28.083,30.733,40.0,2006-01-29,11.8,2006,1,29,6,29
31.3331,27.2167,25.0,2018-01-06,15.2,2018,1,6,5,6
27.05,27.983,78.0,2007-09-16,26.6,2007,9,16,6,259
31.567,25.133,6.0,2014-12-13,15.7,2014,12,13,5,347
23.9667,32.7831,200.0,2010-04-26,30.7,2010,4,26,0,116
27.15,33.7167,16.0,2004-08-08,32.5,2004,8,8,6,221
27.15,33.7167,16.0,2007-08-12,32.4,2007,8,12,6,224
23.9667,32.7831,200.0,2023-04-07,28.1,2023,4,7,4,97
27.15,33.7167,16.0,2002-07-05,32.8,2002,7,5,4,186
29.2,25.3167,-15.0,2007-09-15,27.2,2007,9,15,5,258
29.2,25.3167,-15.0,2014-12-03,18.2,2014,12,3,2,337
23.9667,32.7831,200.0,2002-08-03,38.7,2002,8,3,5,215
25.45,30.533,73.0,2018-03-05,23.5,2018,3,5,0,64
23.133,35.583,21.0,2024-01-03,22.3,2024,1,3,2,3
23.9667,32.7831,200.0,2007-09-01,34.1,2007,9,1,5,244
26.2,32.75,96.0,2016-06-08,38.4,2016,6,8,2,160
29.2,25.3167,-15.0,2011-01-06,11.8,2011,1,6,3,6
27.15,33.7167,16.0,2005-02-23,21.9,2005,2,23,2,54
27.15,33.7167,16.0,2002-01-04,13.6,2002,1,4,4,4
27.05,27.983,78.0,2018-04-02,26.6,2018,4,2,0,92
27.15,33.7167,16.0,2008-06-23,31.8,2008,6,23,0,175
23.9667,32.7831,200.0,2002-05-30,34.7,2002,5,30,3,150
23.9667,32.7831,200.0,2013-12-16,13.6,2013,12,16,0,350
25.45,30.533,73.0,2007-05-23,30.3,2007,5,23,2,143
31.567,25.133,6.0,2016-01-19,9.1,2016,1,19,1,19
23.9667,32.7831,200.0,2010-08-23,36.3,2010,8,23,0,235
31.184,29.949,-1.8,2002-06-13,24.6,2002,6,13,3,164
25.4831,29.0,107.0,2010-04-14,25.0,2010,4,14,2,104
31.073,33.836,36.9,2001-11-23,15.1,2001,11,23,4,327
27.15,33.7167,16.0,2018-05-02,28.0,2018,5,2,2,122
29.2,25.3167,-15.0,2005-02-27,18.4,2005,2,27,6,58
26.2,32.75,96.0,2024-12-07,20.8,2024,12,7,5,342
27.15,33.7167,16.0,2003-01-28,18.0,2003,1,28,1,28
27.15,33.7167,16.0,2022-04-10,26.7,2022,4,10,6,100
31.073,33.836,36.9,2003-09-20,24.9,2003,9,20,5,263
25.4831,29.0,107.0,2004-05-31,31.3,2004,5,31,0,152
27.15,33.7167,16.0,2014-06-23,30.0,2014,6,23,0,174
25.4831,29.0,107.0,2003-06-29,32.2,2003,6,29,6,180
31.184,29.949,-1.8,2012-12-16,16.5,2012,12,16,6,351
28.083,30.733,40.0,2015-06-22,28.4,2015,6,22,0,173
27.15,33.7167,16.0,2004-10-21,29.3,2004,10,21,3,295
25.45,30.533,73.0,2006-07-19,32.4,2006,7,19,2,200
27.15,33.7167,16.0,2015-04-12,18.8,2015,4,12,6,102
27.05,27.983,78.0,2017-11-28,15.7,2017,11,28,1,332
31.3331,27.2167,25.0,2020-01-29,13.7,2020,1,29,2,29
26.2,32.75,96.0,2012-12-01,22.8,2012,12,1,5,336
25.4831,29.0,107.0,2015-11-13,19.4,2015,11,13,4,317
23.9667,32.7831,200.0,2013-06-17,31.2,2013,6,17,0,168
31.073,33.836,36.9,2008-05-16,20.2,2008,5,16,4,137
23.9667,32.7831,200.0,2005-12-26,12.7,2005,12,26,0,360
25.45,30.533,73.0,2004-11-18,20.6,2004,11,18,3,323
29.2,25.3167,-15.0,2009-04-23,21.4,2009,4,23,3,113
23.9667,32.7831,200.0,2023-04-06,25.3,2023,4,6,3,96
27.05,27.983,78.0,2002-12-17,17.3,2002,12,17,1,351
25.45,30.533,73.0,2023-11-30,18.8,2023,11,30,3,334
23.133,35.583,21.0,2018-07-31,33.8,2018,7,31,1,212
28.083,30.733,40.0,2013-05-05,28.9,2013,5,5,6,125
26.2,32.75,96.0,2014-02-01,16.7,2014,2,1,5,32
28.083,30.733,40.0,2005-02-05,11.7,2005,2,5,5,36
29.2,25.3167,-15.0,2011-09-19,28.2,2011,9,19,0,262
27.05,27.983,78.0,2016-11-15,19.8,2016,11,15,1,320
27.05,27.983,78.0,2011-11-18,14.7,2011,11,18,4,322
31.184,29.949,-1.8,2008-11-12,20.8,2008,11,12,2,317
27.15,33.7167,16.0,2024-07-15,34.8,2024,7,15,0,197
29.2,25.3167,-15.0,2005-03-03,23.6,2005,3,3,3,62
27.15,33.7167,16.0,2014-02-18,19.1,2014,2,18,1,49
27.15,33.7167,16.0,2000-08-31,30.1,2000,8,31,3,244
25.45,30.533,73.0,2019-04-22,20.6,2019,4,22,0,112
31.184,29.949,-1.8,2021-06-26,27.4,2021,6,26,5,177
31.073,33.836,36.9,2006-07-10,25.8,2006,7,10,0,191
26.2,32.75,96.0,2016-10-24,25.6,2016,10,24,0,298
31.073,33.836,36.9,2003-11-09,19.8,2003,11,9,6,313
27.15,33.7167,16.0,2001-03-25,21.7,2001,3,25,6,84
25.45,30.533,73.0,2019-10-01,28.9,2019,10,1,1,274
28.083,30.733,40.0,2007-06-28,32.9,2007,6,28,3,179
23.9667,32.7831,200.0,2009-07-23,36.6,2009,7,23,3,204
27.05,27.983,78.0,2016-08-01,30.8,2016,8,1,0,214
31.073,33.836,36.9,2017-02-22,13.1,2017,2,22,2,53
26.2,32.75,96.0,2014-10-05,31.6,2014,10,5,6,278
26.2,32.75,96.0,2013-06-11,32.5,2013,6,11,1,162
28.083,30.733,40.0,2004-02-19,11.8,2004,2,19,3,50
28.083,30.733,40.0,2004-11-25,14.5,2004,11,25,3,330
31.184,29.949,-1.8,2017-06-17,26.6,2017,6,17,5,168
27.15,33.7167,16.0,2024-01-23,18.1,2024,1,23,1,23
28.083,30.733,40.0,2024-09-18,28.4,2024,9,18,2,262
31.184,29.949,-1.8,2015-05-05,20.6,2015,5,5,1,125
26.2,32.75,96.0,2005-10-24,24.0,2005,10,24,0,297
27.05,27.983,78.0,2006-01-25,11.5,2006,1,25,2,25
23.9667,32.7831,200.0,2006-12-22,16.3,2006,12,22,4,356
25.4831,29.0,107.0,2012-02-23,21.1,2012,2,23,3,54
28.083,30.733,40.0,2009-03-31,19.3,2009,3,31,1,90
29.2,25.3167,-15.0,2012-11-05,25.6,2012,11,5,0,310
23.9667,32.7831,200.0,2007-07-19,34.4,2007,7,19,3,200
25.45,30.533,73.0,2013-02-08,16.1,2013,2,8,4,39
25.45,30.533,73.0,2016-12-17,15.4,2016,12,17,5,352
27.05,27.983,78.0,2000-07-16,33.5,2000,7,16,6,198
31.567,25.133,6.0,2023-11-15,19.1,2023,11,15,2,319
23.9667,32.7831,200.0,2021-12-25,14.7,2021,12,25,5,359
27.15,33.7167,16.0,2015-07-27,34.7,2015,7,27,0,208
28.083,30.733,40.0,2021-01-16,13.4,2021,1,16,5,16
31.3331,27.2167,25.0,2019-03-13,15.1,2019,3,13,2,72
31.567,25.133,6.0,2002-06-26,25.1,2002,6,26,2,177
31.073,33.836,36.9,2016-08-03,30.0,2016,8,3,2,216
28.083,30.733,40.0,2016-07-15,31.6,2016,7,15,4,197
27.15,33.7167,16.0,2001-07-05,29.4,2001,7,5,3,186
25.45,30.533,73.0,2012-01-27,14.0,2012,1,27,4,27
31.073,33.836,36.9,2024-04-08,19.6,2024,4,8,0,99
25.45,30.533,73.0,2013-06-26,34.1,2013,6,26,2,177
31.073,33.836,36.9,2001-08-20,27.6,2001,8,20,0,232
31.3331,27.2167,25.0,2006-07-22,24.9,2006,7,22,5,203
27.05,27.983,78.0,2012-06-23,32.6,2012,6,23,5,175
31.567,25.133,6.0,2017-06-19,24.1,2017,6,19,0,170
26.2,32.75,96.0,2015-05-02,29.3,2015,5,2,5,122
28.083,30.733,40.0,2007-10-18,24.3,2007,10,18,3,291
26.2,32.75,96.0,2016-07-23,35.3,2016,7,23,5,205
23.133,35.583,21.0,2010-03-07,24.8,2010,3,7,6,66
26.2,32.75,96.0,2006-06-10,33.4,2006,6,10,5,161
27.15,33.7167,16.0,2008-07-06,32.3,2008,7,6,6,188
23.9667,32.7831,200.0,2017-11-02,22.9,2017,11,2,3,306
23.9667,32.7831,200.0,2005-07-18,32.3,2005,7,18,0,199
27.15,33.7167,16.0,2018-11-21,23.6,2018,11,21,2,325
26.2,32.75,96.0,2024-06-17,41.8,2024,6,17,0,169
31.567,25.133,6.0,2000-12-17,13.7,2000,12,17,6,352
31.073,33.836,36.9,2006-10-30,20.8,2006,10,30,0,303
31.073,33.836,36.9,2002-05-02,18.4,2002,5,2,3,122
25.45,30.533,73.0,2018-10-12,26.6,2018,10,12,4,285
31.3331,27.2167,25.0,2006-10-07,21.4,2006,10,7,5,280
31.3331,27.2167,25.0,2010-03-18,14.5,2010,3,18,3,77
27.15,33.7167,16.0,2000-04-23,24.3,2000,4,23,6,114
25.4831,29.0,107.0,2016-07-02,31.7,2016,7,2,5,184
31.3331,27.2167,25.0,2005-03-19,14.5,2005,3,19,5,78
25.45,30.533,73.0,2015-09-06,31.4,2015,9,6,6,249
31.184,29.949,-1.8,2008-09-18,27.1,2008,9,18,3,262
31.567,25.133,6.0,2011-08-12,25.3,2011,8,12,4,224
25.4831,29.0,107.0,2009-05-05,26.1,2009,5,5,1,125
28.083,30.733,40.0,2006-06-01,29.4,2006,6,1,3,152
29.2,25.3167,-15.0,2015-09-04,30.4,2015,9,4,4,247
31.567,25.133,6.0,2011-05-07,17.1,2011,5,7,5,127
27.15,33.7167,16.0,2015-01-05,15.1,2015,1,5,0,5
23.9667,32.7831,200.0,2008-09-07,36.7,2008,9,7,6,251
31.3331,27.2167,25.0,2021-01-11,17.2,2021,1,11,0,11
25.45,30.533,73.0,2012-05-04,28.2,2012,5,4,4,125
27.15,33.7167,16.0,2014-01-02,16.2,2014,1,2,3,2
25.45,30.533,73.0,2005-12-29,13.2,2005,12,29,3,363
28.083,30.733,40.0,2000-12-05,15.4,2000,12,5,1,340
29.2,25.3167,-15.0,2005-04-22,26.7,2005,4,22,4,112
27.15,33.7167,16.0,2000-10-19,25.8,2000,10,19,3,293
31.073,33.836,36.9,2017-01-07,11.7,2017,1,7,5,7
31.073,33.836,36.9,2008-10-02,23.5,2008,10,2,3,276
23.9667,32.7831,200.0,2007-07-01,35.9,2007,7,1,6,182
26.2,32.75,96.0,2015-10-02,32.2,2015,10,2,4,275
31.567,25.133,6.0,2011-11-14,12.8,2011,11,14,0,318
27.05,27.983,78.0,2008-07-01,30.1,2008,7,1,1,183
27.05,27.983,78.0,2009-01-12,15.4,2009,1,12,0,12
31.3331,27.2167,25.0,2024-08-19,28.4,2024,8,19,0,232
