LATITUDE,LONGITUDE,ELEVATION,TAVG,YEAR,MONTH,DAY,DAY_OF_WEEK,DAY_OF_YEAR
27.05,27.983,78.0,30.3,2015,5,19,1,139
27.05,27.983,78.0,30.2,2015,5,20,2,140
27.05,27.983,78.0,25.8,2015,5,21,3,141
27.05,27.983,78.0,26.8,2015,5,22,4,142
27.05,27.983,78.0,29.7,2015,5,23,5,143
27.05,27.983,78.0,32.8,2015,5,24,6,144
27.05,27.983,78.0,34.9,2015,5,25,0,145
27.05,27.983,78.0,34.3,2015,5,26,1,146
27.05,27.983,78.0,39.1,2015,5,27,2,147
27.05,27.983,78.0,31.7,2015,5,28,3,148
27.05,27.983,78.0,28.7,2015,5,29,4,149
27.05,27.983,78.0,25.6,2015,5,30,5,150
27.05,27.983,78.0,24.8,2015,5,31,6,151
27.05,27.983,78.0,25.1,2015,6,1,0,152
27.05,27.983,78.0,27.3,2015,6,2,1,153
27.05,27.983,78.0,27.9,2015,6,3,2,154
27.05,27.983,78.0,29.1,2015,6,4,3,155
27.05,27.983,78.0,28.2,2015,6,5,4,156
27.05,27.983,78.0,33.7,2015,6,7,6,158
27.05,27.983,78.0,32.9,2015,6,8,0,159
27.05,27.983,78.0,28.9,2015,6,9,1,160
27.05,27.983,78.0,28.8,2015,6,10,2,161
27.05,27.983,78.0,28.1,2015,6,11,3,162
27.05,27.983,78.0,28.3,2015,6,12,4,163
27.05,27.983,78.0,28.1,2015,6,13,5,164
27.05,27.983,78.0,28.4,2015,6,14,6,165
27.05,27.983,78.0,29.0,2015,6,15,0,166
27.05,27.983,78.0,29.5,2015,6,16,1,167
27.05,27.983,78.0,31.0,2015,6,17,2,168
27.05,27.983,78.0,32.9,2015,6,18,3,169
27.05,27.983,78.0,31.6,2015,6,19,4,170
27.05,27.983,78.0,29.2,2015,6,20,5,171
27.05,27.983,78.0,29.0,2015,6,21,6,172
27.05,27.983,78.0,31.1,2015,6,22,0,173
27.05,27.983,78.0,29.3,2015,6,23,1,174
27.05,27.983,78.0,27.5,2015,6,24,2,175
27.05,27.983,78.0,27.7,2015,6,25,3,176
27.05,27.983,78.0,28.8,2015,6,26,4,177
27.05,27.983,78.0,32.2,2015,6,27,5,178
27.05,27.983,78.0,28.4,2015,6,28,6,179
27.05,27.983,78.0,27.9,2015,6,29,0,180
27.05,27.983,78.0,28.9,2015,6,30,1,181
27.05,27.983,78.0,28.0,2015,7,1,2,182
27.05,27.983,78.0,28.5,2015,7,2,3,183
27.05,27.983,78.0,29.7,2015,7,3,4,184
27.05,27.983,78.0,29.3,2015,7,4,5,185
27.05,27.983,78.0,29.5,2015,7,5,6,186
27.05,27.983,78.0,29.2,2015,7,6,0,187
27.05,27.983,78.0,29.4,2015,7,7,1,188
27.05,27.983,78.0,30.5,2015,7,8,2,189
27.05,27.983,78.0,28.4,2015,7,9,3,190
27.05,27.983,78.0,30.3,2015,7,10,4,191
27.05,27.983,78.0,30.6,2015,7,11,5,192
27.05,27.983,78.0,30.4,2015,7,12,6,193
27.05,27.983,78.0,30.0,2015,7,13,0,194
27.05,27.983,78.0,28.6,2015,7,14,1,195
27.05,27.983,78.0,29.8,2015,7,15,2,196
27.05,27.983,78.0,30.7,2015,7,16,3,197
27.05,27.983,78.0,31.7,2015,7,17,4,198
27.05,27.983,78.0,30.8,2015,7,18,5,199
27.05,27.983,78.0,32.0,2015,7,19,6,200
27.05,27.983,78.0,32.4,2015,7,20,0,201
27.05,27.983,78.0,33.1,2015,7,21,1,202
27.05,27.983,78.0,32.5,2015,7,22,2,203
27.05,27.983,78.0,33.8,2015,7,24,4,205
27.05,27.983,78.0,34.4,2015,7,25,5,206
27.05,27.983,78.0,34.6,2015,7,26,6,207
27.05,27.983,78.0,36.8,2015,7,27,0,208
27.05,27.983,78.0,32.9,2015,7,28,1,209
27.05,27.983,78.0,33.4,2015,7,29,2,210
27.05,27.983,78.0,32.6,2015,7,30,3,211
27.05,27.983,78.0,33.6,2015,7,31,4,212
27.05,27.983,78.0,33.2,2015,8,1,5,213
27.05,27.983,78.0,33.9,2015,8,2,6,214
27.05,27.983,78.0,32.9,2015,8,3,0,215
27.05,27.983,78.0,34.1,2015,8,4,1,216
27.05,27.983,78.0,34.6,2015,8,5,2,217
27.05,27.983,78.0,34.2,2015,8,6,3,218
27.05,27.983,78.0,34.3,2015,8,7,4,219
27.05,27.983,78.0,35.3,2015,8,8,5,220
27.05,27.983,78.0,35.6,2015,8,9,6,221
27.05,27.983,78.0,36.6,2015,8,10,0,222
27.05,27.983,78.0,37.2,2015,8,11,1,223
27.05,27.983,78.0,35.5,2015,8,12,2,224
27.05,27.983,78.0,33.1,2015,8,13,3,225
27.05,27.983,78.0,33.6,2015,8,14,4,226
27.05,27.983,78.0,36.6,2015,8,15,5,227
27.05,27.983,78.0,35.1,2015,8,16,6,228
27.05,27.983,78.0,33.8,2015,8,17,0,229
27.05,27.983,78.0,32.0,2015,8,18,1,230
27.05,27.983,78.0,32.5,2015,8,19,2,231
27.05,27.983,78.0,34.4,2015,8,20,3,232
27.05,27.983,78.0,33.2,2015,8,21,4,233
27.05,27.983,78.0,31.0,2015,8,22,5,234
27.05,27.983,78.0,30.6,2015,8,23,6,235
27.05,27.983,78.0,31.6,2015,8,24,0,236
27.05,27.983,78.0,29.5,2015,8,25,1,237
27.05,27.983,78.0,29.9,2015,8,26,2,238
27.05,27.983,78.0,30.2,2015,8,27,3,239
27.05,27.983,78.0,31.2,2015,8,28,4,240
27.05,27.983,78.0,31.6,2015,8,29,5,241
27.05,27.983,78.0,30.3,2015,8,30,6,242
27.05,27.983,78.0,30.1,2015,8,31,0,243
27.05,27.983,78.0,32.2,2015,9,1,1,244
27.05,27.983,78.0,32.8,2015,9,2,2,245
27.05,27.983,78.0,32.2,2015,9,3,3,246
27.05,27.983,78.0,32.2,2015,9,4,4,247
27.05,27.983,78.0,31.2,2015,9,5,5,248
27.05,27.983,78.0,29.9,2015,9,6,6,249
27.05,27.983,78.0,30.7,2015,9,7,0,250
27.05,27.983,78.0,32.4,2015,9,8,1,251
27.05,27.983,78.0,31.4,2015,9,9,2,252
27.05,27.983,78.0,33.9,2015,9,10,3,253
27.05,27.983,78.0,33.2,2015,9,11,4,254
27.05,27.983,78.0,32.2,2015,9,12,5,255
27.05,27.983,78.0,32.1,2015,9,13,6,256
27.05,27.983,78.0,31.3,2015,9,14,0,257
27.05,27.983,78.0,30.3,2015,9,15,1,258
27.05,27.983,78.0,29.2,2015,9,16,2,259
27.05,27.983,78.0,28.7,2015,9,17,3,260
27.05,27.983,78.0,30.9,2015,9,18,4,261
27.05,27.983,78.0,29.5,2015,9,19,5,262
27.05,27.983,78.0,30.5,2015,9,23,2,266
27.05,27.983,78.0,27.0,2015,9,24,3,267
27.05,27.983,78.0,31.9,2015,9,25,4,268
27.05,27.983,78.0,32.6,2015,9,26,5,269
27.05,27.983,78.0,30.6,2015,9,27,6,270
27.05,27.983,78.0,29.5,2015,9,28,0,271
27.05,27.983,78.0,32.8,2015,9,29,1,272
27.05,27.983,78.0,28.5,2015,9,30,2,273
27.05,27.983,78.0,27.7,2015,10,1,3,274
27.05,27.983,78.0,28.4,2015,10,2,4,275
27.05,27.983,78.0,28.2,2015,10,3,5,276
27.05,27.983,78.0,26.6,2015,10,4,6,277
27.05,27.983,78.0,25.2,2015,10,5,0,278
27.05,27.983,78.0,26.1,2015,10,6,1,279
27.05,27.983,78.0,26.9,2015,10,7,2,280
27.05,27.983,78.0,26.9,2015,10,8,3,281
27.05,27.983,78.0,25.1,2015,10,9,4,282
27.05,27.983,78.0,27.6,2015,10,10,5,283
27.05,27.983,78.0,25.2,2015,10,11,6,284
27.05,27.983,78.0,26.7,2015,10,12,0,285
27.05,27.983,78.0,29.7,2015,10,13,1,286
27.05,27.983,78.0,27.8,2015,10,14,2,287
27.05,27.983,78.0,26.5,2015,10,15,3,288
27.05,27.983,78.0,24.8,2015,10,16,4,289
27.05,27.983,78.0,24.7,2015,10,17,5,290
27.05,27.983,78.0,26.3,2015,10,18,6,291
27.05,27.983,78.0,24.6,2015,10,19,0,292
27.05,27.983,78.0,24.4,2015,10,20,1,293
27.05,27.983,78.0,27.9,2015,10,21,2,294
27.05,27.983,78.0,27.1,2015,10,22,3,295
27.05,27.983,78.0,27.6,2015,10,23,4,296
27.05,27.983,78.0,25.3,2015,10,24,5,297
27.05,27.983,78.0,24.7,2015,10,25,6,298
27.05,27.983,78.0,22.6,2015,10,26,0,299
27.05,27.983,78.0,22.8,2015,10,27,1,300
27.05,27.983,78.0,26.2,2015,10,28,2,301
27.05,27.983,78.0,21.3,2015,10,29,3,302
27.05,27.983,78.0,20.0,2015,10,30,4,303
27.05,27.983,78.0,19.8,2015,10,31,5,304
27.05,27.983,78.0,21.9,2015,11,1,6,305
27.05,27.983,78.0,22.5,2015,11,2,0,306
27.05,27.983,78.0,21.6,2015,11,3,1,307
27.05,27.983,78.0,20.8,2015,11,4,2,308
27.05,27.983,78.0,19.7,2015,11,5,3,309
27.05,27.983,78.0,18.4,2015,11,6,4,310
27.05,27.983,78.0,19.2,2015,11,7,5,311
27.05,27.983,78.0,19.9,2015,11,8,6,312
27.05,27.983,78.0,18.6,2015,11,9,0,313
27.05,27.983,78.0,17.7,2015,11,10,1,314
27.05,27.983,78.0,18.8,2015,11,11,2,315
27.05,27.983,78.0,18.1,2015,11,12,3,316
27.05,27.983,78.0,18.8,2015,11,13,4,317
27.05,27.983,78.0,18.9,2015,11,14,5,318
27.05,27.983,78.0,19.3,2015,11,15,6,319
27.05,27.983,78.0,20.1,2015,11,16,0,320
27.05,27.983,78.0,18.6,2015,11,17,1,321
27.05,27.983,78.0,18.4,2015,11,18,2,322
27.05,27.983,78.0,17.8,2015,11,19,3,323
27.05,27.983,78.0,18.1,2015,11,20,4,324
27.05,27.983,78.0,17.6,2015,11,21,5,325
27.05,27.983,78.0,17.2,2015,11,22,6,326
27.05,27.983,78.0,18.5,2015,11,23,0,327
27.05,27.983,78.0,18.5,2015,11,24,1,328
27.05,27.983,78.0,18.1,2015,11,25,2,329
27.05,27.983,78.0,17.2,2015,11,26,3,330
27.05,27.983,78.0,17.1,2015,11,27,4,331
27.05,27.983,78.0,17.6,2015,11,28,5,332
27.05,27.983,78.0,17.6,2015,11,29,6,333
27.05,27.983,78.0,17.5,2015,11,30,0,334
27.05,27.983,78.0,16.4,2015,12,1,1,335
27.05,27.983,78.0,15.1,2015,12,2,2,336
27.05,27.983,78.0,15.9,2015,12,3,3,337
27.05,27.983,78.0,16.0,2015,12,4,4,338
27.05,27.983,78.0,15.3,2015,12,5,5,339
27.05,27.983,78.0,12.2,2015,12,6,6,340
27.05,27.983,78.0,13.0,2015,12,7,0,341
27.05,27.983,78.0,14.1,2015,12,8,1,342
27.05,27.983,78.0,14.1,2015,12,9,2,343
27.05,27.983,78.0,14.3,2015,12,10,3,344
27.05,27.983,78.0,14.6,2015,12,11,4,345
27.05,27.983,78.0,17.2,2015,12,12,5,346
27.05,27.983,78.0,14.9,2015,12,13,6,347
27.05,27.983,78.0,14.9,2015,12,14,0,348
27.05,27.983,78.0,13.8,2015,12,15,1,349
27.05,27.983,78.0,12.7,2015,12,16,2,350
27.05,27.983,78.0,13.3,2015,12,17,3,351
27.05,27.983,78.0,12.4,2015,12,18,4,352
27.05,27.983,78.0,12.1,2015,12,19,5,353
27.05,27.983,78.0,13.4,2015,12,20,6,354
27.05,27.983,78.0,12.8,2015,12,21,0,355
27.05,27.983,78.0,14.3,2015,12,22,1,356
27.05,27.983,78.0,13.5,2015,12,23,2,357
27.05,27.983,78.0,14.9,2015,12,30,2,364
27.05,27.983,78.0,15.3,2015,12,31,3,365
27.05,27.983,78.0,13.9,2016,1,1,4,1
27.05,27.983,78.0,10.7,2016,1,2,5,2
27.05,27.983,78.0,9.7,2016,1,3,6,3
27.05,27.983,78.0,10.2,2016,1,4,0,4
27.05,27.983,78.0,12.1,2016,1,5,1,5
27.05,27.983,78.0,13.5,2016,1,6,2,6
27.05,27.983,78.0,15.1,2016,1,7,3,7
27.05,27.983,78.0,15.4,2016,1,8,4,8
27.05,27.983,78.0,18.2,2016,1,9,5,9
27.05,27.983,78.0,15.2,2016,1,10,6,10
27.05,27.983,78.0,14.7,2016,1,11,0,11
27.05,27.983,78.0,15.2,2016,1,12,1,12
27.05,27.983,78.0,15.6,2016,1,13,2,13
27.05,27.983,78.0,13.7,2016,1,14,3,14
27.05,27.983,78.0,13.4,2016,1,15,4,15
27.05,27.983,78.0,12.1,2016,1,16,5,16
27.05,27.983,78.0,14.2,2016,1,17,6,17
27.05,27.983,78.0,11.8,2016,1,18,0,18
27.05,27.983,78.0,10.9,2016,1,19,1,19
27.05,27.983,78.0,9.5,2016,1,20,2,20
27.05,27.983,78.0,10.7,2016,1,21,3,21
27.05,27.983,78.0,11.8,2016,1,22,4,22
27.05,27.983,78.0,11.5,2016,1,23,5,23
27.05,27.983,78.0,9.7,2016,1,24,6,24
27.05,27.983,78.0,10.7,2016,1,25,0,25
27.05,27.983,78.0,10.1,2016,1,26,1,26
27.05,27.983,78.0,10.6,2016,1,27,2,27
27.05,27.983,78.0,8.9,2016,1,28,3,28
27.05,27.983,78.0,10.4,2016,1,29,4,29
27.05,27.983,78.0,11.9,2016,1,30,5,30
27.05,27.983,78.0,13.4,2016,1,31,6,31
27.05,27.983,78.0,13.2,2016,2,1,0,32
27.05,27.983,78.0,13.6,2016,2,2,1,33
27.05,27.983,78.0,14.3,2016,2,3,2,34
27.05,27.983,78.0,15.1,2016,2,4,3,35
27.05,27.983,78.0,14.1,2016,2,5,4,36
27.05,27.983,78.0,13.7,2016,2,6,5,37
27.05,27.983,78.0,11.3,2016,2,7,6,38
27.05,27.983,78.0,10.7,2016,2,8,0,39
27.05,27.983,78.0,10.3,2016,2,9,1,40
27.05,27.983,78.0,11.6,2016,2,10,2,41
27.05,27.983,78.0,11.7,2016,2,11,3,42
27.05,27.983,78.0,13.1,2016,2,12,4,43
27.05,27.983,78.0,12.6,2016,2,13,5,44
27.05,27.983,78.0,15.2,2016,2,14,6,45
27.05,27.983,78.0,14.3,2016,2,15,0,46
27.05,27.983,78.0,18.2,2016,2,16,1,47
27.05,27.983,78.0,19.5,2016,2,17,2,48
27.05,27.983,78.0,19.4,2016,2,18,3,49
27.05,27.983,78.0,18.1,2016,2,19,4,50
27.05,27.983,78.0,16.2,2016,2,20,5,51
27.05,27.983,78.0,16.3,2016,2,21,6,52
27.05,27.983,78.0,16.7,2016,2,22,0,53
27.05,27.983,78.0,15.8,2016,2,23,1,54
27.05,27.983,78.0,16.1,2016,2,24,2,55
27.05,27.983,78.0,18.6,2016,2,25,3,56
27.05,27.983,78.0,18.6,2016,2,26,4,57
27.05,27.983,78.0,17.2,2016,2,27,5,58
27.05,27.983,78.0,18.1,2016,2,28,6,59
27.05,27.983,78.0,21.0,2016,2,29,0,60
27.05,27.983,78.0,21.9,2016,3,1,1,61
27.05,27.983,78.0,18.7,2016,3,2,2,62
27.05,27.983,78.0,16.2,2016,3,3,3,63
27.05,27.983,78.0,15.8,2016,3,4,4,64
27.05,27.983,78.0,17.7,2016,3,5,5,65
27.05,27.983,78.0,17.5,2016,3,6,6,66
27.05,27.983,78.0,17.9,2016,3,7,0,67
27.05,27.983,78.0,22.0,2016,3,8,1,68
27.05,27.983,78.0,21.9,2016,3,9,2,69
27.05,27.983,78.0,19.7,2016,3,10,3,70
27.05,27.983,78.0,22.4,2016,3,11,4,71
27.05,27.983,78.0,23.7,2016,3,12,5,72
27.05,27.983,78.0,28.4,2016,3,13,6,73
27.05,27.983,78.0,19.7,2016,3,14,0,74
27.05,27.983,78.0,19.3,2016,3,15,1,75
27.05,27.983,78.0,16.8,2016,3,16,2,76
27.05,27.983,78.0,17.4,2016,3,17,3,77
27.05,27.983,78.0,17.1,2016,3,18,4,78
27.05,27.983,78.0,22.9,2016,3,19,5,79
27.05,27.983,78.0,18.8,2016,3,20,6,80
27.05,27.983,78.0,17.8,2016,3,21,0,81
27.05,27.983,78.0,17.4,2016,3,22,1,82
27.05,27.983,78.0,16.3,2016,3,23,2,83
27.05,27.983,78.0,24.4,2016,3,24,3,84
27.05,27.983,78.0,24.9,2016,3,25,4,85
27.05,27.983,78.0,23.8,2016,3,26,5,86
27.05,27.983,78.0,19.1,2016,3,27,6,87
27.05,27.983,78.0,17.3,2016,3,28,0,88
27.05,27.983,78.0,16.1,2016,3,29,1,89
27.05,27.983,78.0,19.2,2016,3,30,2,90
27.05,27.983,78.0,18.1,2016,3,31,3,91
27.05,27.983,78.0,19.0,2016,4,1,4,92
27.05,27.983,78.0,21.1,2016,4,2,5,93
27.05,27.983,78.0,24.7,2016,4,3,6,94
27.05,27.983,78.0,27.4,2016,4,4,0,95
27.05,27.983,78.0,24.9,2016,4,5,1,96
27.05,27.983,78.0,25.1,2016,4,6,2,97
27.05,27.983,78.0,26.6,2016,4,7,3,98
27.05,27.983,78.0,33.6,2016,4,8,4,99
27.05,27.983,78.0,33.6,2016,4,9,5,100
27.05,27.983,78.0,28.8,2016,4,10,6,101
27.05,27.983,78.0,25.1,2016,4,11,0,102
27.05,27.983,78.0,21.0,2016,4,12,1,103
27.05,27.983,78.0,21.3,2016,4,13,2,104
27.05,27.983,78.0,20.9,2016,4,14,3,105
27.05,27.983,78.0,23.8,2016,4,15,4,106
27.05,27.983,78.0,25.6,2016,4,16,5,107
27.05,27.983,78.0,27.3,2016,4,17,6,108
27.05,27.983,78.0,26.3,2016,4,18,0,109
27.05,27.983,78.0,25.0,2016,4,19,1,110
27.05,27.983,78.0,26.4,2016,4,20,2,111
27.05,27.983,78.0,26.8,2016,4,21,3,112
27.05,27.983,78.0,28.7,2016,4,22,4,113
27.05,27.983,78.0,27.6,2016,4,23,5,114
27.05,27.983,78.0,30.9,2016,4,24,6,115
27.05,27.983,78.0,26.8,2016,4,25,0,116
27.05,27.983,78.0,30.8,2016,4,26,1,117
27.05,27.983,78.0,22.4,2016,4,27,2,118
27.05,27.983,78.0,22.1,2016,4,28,3,119
27.05,27.983,78.0,23.7,2016,4,29,4,120
27.05,27.983,78.0,26.8,2016,4,30,5,121
27.05,27.983,78.0,29.0,2016,5,1,6,122
27.05,27.983,78.0,30.9,2016,5,2,0,123
27.05,27.983,78.0,31.4,2016,5,3,1,124
27.05,27.983,78.0,24.3,2016,5,4,2,125
27.05,27.983,78.0,23.7,2016,5,5,3,126
27.05,27.983,78.0,22.5,2016,5,6,4,127
27.05,27.983,78.0,23.6,2016,5,7,5,128
27.05,27.983,78.0,28.3,2016,5,8,6,129
27.05,27.983,78.0,32.6,2016,5,9,0,130
27.05,27.983,78.0,29.6,2016,5,10,1,131
27.05,27.983,78.0,25.8,2016,5,11,2,132
27.05,27.983,78.0,27.7,2016,5,12,3,133
27.05,27.983,78.0,30.4,2016,5,13,4,134
27.05,27.983,78.0,33.9,2016,5,14,5,135
27.05,27.983,78.0,35.2,2016,5,15,6,136
27.05,27.983,78.0,35.5,2016,5,16,0,137
27.05,27.983,78.0,29.9,2016,5,17,1,138
27.05,27.983,78.0,27.6,2016,5,18,2,139
27.05,27.983,78.0,24.9,2016,5,19,3,140
27.05,27.983,78.0,25.2,2016,5,20,4,141
27.05,27.983,78.0,29.2,2016,5,21,5,142
27.05,27.983,78.0,28.6,2016,5,22,6,143
27.05,27.983,78.0,25.5,2016,5,23,0,144
27.05,27.983,78.0,24.6,2016,5,24,1,145
27.05,27.983,78.0,26.6,2016,5,25,2,146
27.05,27.983,78.0,27.1,2016,5,26,3,147
27.05,27.983,78.0,24.3,2016,5,27,4,148
27.05,27.983,78.0,25.2,2016,5,28,5,149
27.05,27.983,78.0,27.7,2016,5,29,6,150
27.05,27.983,78.0,29.3,2016,5,30,0,151
27.05,27.983,78.0,30.5,2016,5,31,1,152
27.05,27.983,78.0,32.9,2016,6,1,2,153
27.05,27.983,78.0,34.9,2016,6,2,3,154
27.05,27.983,78.0,34.1,2016,6,3,4,155
27.05,27.983,78.0,37.1,2016,6,4,5,156
27.05,27.983,78.0,34.8,2016,6,5,6,157
27.05,27.983,78.0,33.3,2016,6,6,0,158
27.05,27.983,78.0,40.4,2016,6,7,1,159
27.05,27.983,78.0,32.1,2016,6,8,2,160
27.05,27.983,78.0,28.2,2016,6,9,3,161
27.05,27.983,78.0,28.7,2016,6,10,4,162
27.05,27.983,78.0,31.2,2016,6,11,5,163
27.05,27.983,78.0,33.3,2016,6,12,6,164
27.05,27.983,78.0,31.8,2016,6,13,0,165
27.05,27.983,78.0,32.8,2016,6,14,1,166
27.05,27.983,78.0,32.3,2016,6,15,2,167
27.05,27.983,78.0,28.9,2016,6,16,3,168
27.05,27.983,78.0,28.3,2016,6,17,4,169
27.05,27.983,78.0,30.6,2016,6,18,5,170
27.05,27.983,78.0,30.9,2016,6,19,6,171
27.05,27.983,78.0,33.2,2016,6,20,0,172
27.05,27.983,78.0,33.0,2016,6,21,1,173
27.05,27.983,78.0,32.7,2016,6,22,2,174
27.05,27.983,78.0,30.9,2016,6,23,3,175
27.05,27.983,78.0,36.1,2016,6,26,6,178
27.05,27.983,78.0,32.1,2016,6,27,0,179
27.05,27.983,78.0,30.7,2016,6,28,1,180
27.05,27.983,78.0,32.7,2016,6,29,2,181
27.05,27.983,78.0,32.3,2016,6,30,3,182
27.05,27.983,78.0,30.5,2016,7,1,4,183
27.05,27.983,78.0,30.2,2016,7,2,5,184
27.05,27.983,78.0,31.1,2016,7,3,6,185
27.05,27.983,78.0,31.2,2016,7,4,0,186
27.05,27.983,78.0,31.2,2016,7,5,1,187
27.05,27.983,78.0,31.1,2016,7,6,2,188
27.05,27.983,78.0,31.7,2016,7,7,3,189
27.05,27.983,78.0,30.8,2016,7,8,4,190
27.05,27.983,78.0,31.6,2016,7,9,5,191
27.05,27.983,78.0,34.6,2016,7,10,6,192
27.05,27.983,78.0,32.6,2016,7,11,0,193
27.05,27.983,78.0,32.2,2016,7,12,1,194
27.05,27.983,78.0,32.2,2016,7,13,2,195
27.05,27.983,78.0,32.3,2016,7,14,3,196
27.05,27.983,78.0,33.7,2016,7,15,4,197
27.05,27.983,78.0,32.4,2016,7,16,5,198
27.05,27.983,78.0,31.4,2016,7,17,6,199
27.05,27.983,78.0,29.1,2016,7,18,0,200
27.05,27.983,78.0,33.6,2016,7,21,3,203
27.05,27.983,78.0,30.9,2016,7,22,4,204
27.05,27.983,78.0,31.9,2016,7,23,5,205
27.05,27.983,78.0,29.9,2016,7,24,6,206
27.05,27.983,78.0,30.9,2016,7,25,0,207
27.05,27.983,78.0,33.8,2016,7,26,1,208
27.05,27.983,78.0,31.8,2016,7,27,2,209
27.05,27.983,78.0,31.3,2016,7,28,3,210
27.05,27.983,78.0,30.4,2016,7,29,4,211
27.05,27.983,78.0,29.9,2016,7,30,5,212
27.05,27.983,78.0,30.4,2016,7,31,6,213
27.05,27.983,78.0,30.8,2016,8,1,0,214
27.05,27.983,78.0,31.8,2016,8,2,1,215
27.05,27.983,78.0,31.4,2016,8,3,2,216
27.05,27.983,78.0,31.8,2016,8,4,3,217
27.05,27.983,78.0,33.9,2016,8,5,4,218
27.05,27.983,78.0,33.1,2016,8,6,5,219
27.05,27.983,78.0,32.8,2016,8,7,6,220
27.05,27.983,78.0,32.3,2016,8,8,0,221
27.05,27.983,78.0,30.9,2016,8,9,1,222
27.05,27.983,78.0,31.9,2016,8,10,2,223
27.05,27.983,78.0,31.6,2016,8,11,3,224
27.05,27.983,78.0,31.6,2016,8,12,4,225
27.05,27.983,78.0,32.1,2016,8,13,5,226
27.05,27.983,78.0,32.1,2016,8,14,6,227
27.05,27.983,78.0,30.6,2016,8,15,0,228
27.05,27.983,78.0,28.9,2016,8,16,1,229
27.05,27.983,78.0,29.7,2016,8,17,2,230
27.05,27.983,78.0,31.0,2016,8,18,3,231
27.05,27.983,78.0,31.5,2016,8,19,4,232
27.05,27.983,78.0,29.6,2016,8,20,5,233
27.05,27.983,78.0,29.9,2016,8,21,6,234
27.05,27.983,78.0,31.1,2016,8,22,0,235
27.05,27.983,78.0,30.9,2016,8,23,1,236
27.05,27.983,78.0,32.8,2016,8,24,2,237
27.05,27.983,78.0,31.0,2016,8,25,3,238
27.05,27.983,78.0,32.7,2016,8,26,4,239
27.05,27.983,78.0,32.7,2016,8,27,5,240
27.05,27.983,78.0,33.2,2016,8,28,6,241
27.05,27.983,78.0,31.5,2016,8,29,0,242
27.05,27.983,78.0,29.3,2016,8,30,1,243
27.05,27.983,78.0,28.3,2016,8,31,2,244
27.05,27.983,78.0,28.6,2016,9,1,3,245
27.05,27.983,78.0,29.2,2016,9,2,4,246
27.05,27.983,78.0,30.5,2016,9,3,5,247
27.05,27.983,78.0,30.4,2016,9,4,6,248
27.05,27.983,78.0,29.2,2016,9,5,0,249
27.05,27.983,78.0,27.9,2016,9,6,1,250
27.05,27.983,78.0,28.4,2016,9,7,2,251
27.05,27.983,78.0,28.1,2016,9,8,3,252
27.05,27.983,78.0,31.0,2016,9,9,4,253
27.05,27.983,78.0,31.9,2016,9,10,5,254
27.05,27.983,78.0,32.1,2016,9,11,6,255
27.05,27.983,78.0,31.1,2016,9,12,0,256
27.05,27.983,78.0,29.0,2016,9,13,1,257
27.05,27.983,78.0,30.2,2016,9,14,2,258
27.05,27.983,78.0,30.8,2016,9,15,3,259
27.05,27.983,78.0,27.7,2016,9,16,4,260
27.05,27.983,78.0,28.1,2016,9,17,5,261
27.05,27.983,78.0,27.7,2016,9,18,6,262
27.05,27.983,78.0,27.8,2016,9,19,0,263
27.05,27.983,78.0,30.2,2016,9,20,1,264
27.05,27.983,78.0,32.0,2016,9,21,2,265
27.05,27.983,78.0,30.7,2016,9,22,3,266
27.05,27.983,78.0,28.9,2016,9,23,4,267
27.05,27.983,78.0,26.3,2016,9,24,5,268
27.05,27.983,78.0,24.8,2016,9,25,6,269
27.05,27.983,78.0,24.8,2016,9,26,0,270
27.05,27.983,78.0,24.5,2016,9,27,1,271
27.05,27.983,78.0,25.7,2016,9,28,2,272
27.05,27.983,78.0,24.4,2016,9,29,3,273
27.05,27.983,78.0,24.1,2016,9,30,4,274
27.05,27.983,78.0,24.1,2016,10,1,5,275
27.05,27.983,78.0,26.4,2016,10,2,6,276
27.05,27.983,78.0,26.7,2016,10,3,0,277
27.05,27.983,78.0,25.2,2016,10,4,1,278
27.05,27.983,78.0,26.2,2016,10,5,2,279
27.05,27.983,78.0,25.9,2016,10,6,3,280
27.05,27.983,78.0,24.5,2016,10,7,4,281
27.05,27.983,78.0,27.7,2016,10,8,5,282
27.05,27.983,78.0,27.7,2016,10,9,6,283
27.05,27.983,78.0,26.9,2016,10,10,0,284
27.05,27.983,78.0,26.3,2016,10,11,1,285
27.05,27.983,78.0,27.4,2016,10,12,2,286
27.05,27.983,78.0,26.1,2016,10,13,3,287
27.05,27.983,78.0,27.2,2016,10,14,4,288
27.05,27.983,78.0,24.7,2016,10,15,5,289
27.05,27.983,78.0,23.0,2016,10,16,6,290
27.05,27.983,78.0,22.4,2016,10,17,0,291
27.05,27.983,78.0,24.8,2016,10,18,1,292
27.05,27.983,78.0,22.8,2016,10,19,2,293
27.05,27.983,78.0,22.1,2016,10,20,3,294
27.05,27.983,78.0,22.5,2016,10,21,4,295
27.05,27.983,78.0,22.8,2016,10,22,5,296
27.05,27.983,78.0,26.4,2016,10,23,6,297
27.05,27.983,78.0,24.8,2016,10,24,0,298
27.05,27.983,78.0,23.3,2016,10,25,1,299
27.05,27.983,78.0,22.5,2016,10,26,2,300
27.05,27.983,78.0,23.8,2016,10,27,3,301
27.05,27.983,78.0,21.9,2016,10,28,4,302
27.05,27.983,78.0,21.2,2016,10,29,5,303
27.05,27.983,78.0,23.1,2016,10,30,6,304
